s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399,target
18,2,0,0,2,5,5,0,3,0,2,4,4,2,11,2,2,4,1,2,0,10,2,0,2,4,0,1,4,3,0,4,3,0,1,0,0,3,0,0,5,0,13,12,0,2,5,4,6,0,3,1,5,0,0,2,4,0,0,0,3,0,4,20,0,2,5,0,0,0,0,1,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,1,0,3,0,0,0,0,2,0,1,2,0,0,0,1,0,0,5,3,2,0,0,8,2,2,15,0,5,18,1,2,0,0,4,1,0,12,1,0,1,1,0,10,2,5,8,1,6,1,35,3,0,0,1,3,0,4,1,0,7,1,0,0,2,6,0,2,1,0,1,7,0,0,1,1,1,1,0,0,4,2,0,2,1,0,0,3,0,0,0,1,9,0,3,5,3,1,0,0,6,1,7,3,0,0,0,0,1,0,1,3,17,29,1,8,1,1,1,2,3,0,11,16,19,6,8,1,17,14,0,6,0,0,33,5,0,8,9,3,6,1,0,0,1,1,0,0,1,0,0,0,3,5,0,7,5,0,0,1,0,0,2,2,0,1,0,1,0,0,0,0,2,3,0,8,12,0,0,0,3,9,2,1,1,0,0,0,0,0,1,0,0,0,2,0,0,9,0,0,0,0,0,2,0,2,7,3,1,0,0,5,1,0,0,3,0,1,2,0,5,2,0,15,4,3,0,0,5,4,0,0,0,0,6,0,0,4,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,18,0,0,0,10,18,0,0,0,0,0,0,0,0,1,2,6,3,0,3,1,0,0,0,3,1,4,1
24,5,8,13,25,10,20,5,4,6,6,11,8,8,8,24,9,10,7,4,0,54,10,9,8,14,9,3,19,0,0,35,14,8,1,6,0,15,5,0,4,3,63,30,16,15,19,1,19,3,0,19,13,1,13,17,10,6,7,4,2,5,26,74,8,11,31,8,12,0,1,7,2,8,10,16,7,5,3,2,1,0,0,0,12,0,0,0,3,4,6,0,6,1,1,0,0,5,3,4,2,8,9,20,8,56,28,6,21,3,1,13,11,1,7,15,9,15,7,4,7,12,19,76,19,42,111,3,38,1,1,27,11,11,10,26,11,20,15,0,6,7,15,17,8,4,7,91,2,2,1,18,5,6,9,12,1,1,2,2,0,0,8,6,1,5,1,0,16,0,0,0,1,5,3,4,0,2,3,0,2,2,3,6,24,2,4,6,11,47,30,7,19,16,14,7,5,12,12,38,1,0,11,7,29,2,4,2,8,31,107,2,53,47,6,5,8,26,20,20,5,43,15,25,23,49,49,4,13,0,3,114,18,4,19,12,12,24,12,0,2,0,0,0,3,3,0,2,1,10,26,0,36,16,1,0,1,2,10,8,1,6,0,2,11,3,3,0,8,23,21,4,23,61,2,0,3,19,44,19,2,1,6,17,5,4,8,1,9,1,1,2,4,4,69,1,4,6,5,2,19,5,34,23,30,22,26,10,16,3,6,25,10,3,26,49,17,26,16,7,2,6,17,5,26,11,11,3,4,8,7,8,3,6,12,21,61,0,3,10,0,0,1,1,3,0,0,0,1,0,0,0,0,8,0,0,0,9,7,0,3,0,3,3,8,0,2,0,13,7,10,2,8,43,0,2,0,25,49,4,1,7,5,1,35,7,7,1,10,28,11,15,26,21,9,4,9,18,12,37,1
57,6,3,1,41,6,4,19,13,4,1,4,14,8,4,11,7,29,8,9,3,66,6,0,7,13,5,0,24,1,3,20,3,0,5,6,1,10,2,2,10,9,36,12,21,13,8,5,18,1,2,6,8,4,3,8,3,14,9,3,1,3,11,32,3,6,9,4,14,0,0,2,4,1,6,2,3,9,3,0,2,0,0,0,8,0,0,0,4,1,0,0,3,2,0,1,4,3,4,2,2,8,0,1,3,7,9,0,8,0,0,4,4,1,2,1,1,7,1,0,0,7,8,21,7,14,39,1,18,1,1,8,9,1,14,0,1,9,4,1,6,10,11,9,22,6,1,71,26,0,0,5,9,3,12,2,2,25,12,0,3,0,1,1,5,0,2,0,21,1,0,0,2,1,5,0,0,13,10,0,4,2,0,2,34,2,1,0,22,55,22,1,38,14,4,0,6,36,16,28,1,4,2,5,37,3,5,7,16,42,47,2,54,18,8,1,3,49,20,22,3,27,6,7,13,16,12,2,22,3,2,29,12,5,7,3,1,23,5,1,0,1,0,0,3,0,0,0,0,3,10,0,13,3,0,0,0,4,0,2,1,3,0,0,6,2,0,0,7,7,14,0,17,37,1,2,2,22,18,10,6,4,3,4,7,5,6,3,11,2,0,13,1,2,73,5,5,9,2,0,23,5,7,10,29,12,17,12,19,3,1,4,18,12,8,34,12,31,17,6,13,13,15,10,21,9,10,10,20,2,0,15,12,4,13,19,43,13,6,9,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,2,0,0,0,1,0,12,2,0,0,20,1,0,0,6,21,3,0,0,21,24,1,9,2,2,0,33,1,2,4,16,34,10,0,30,10,9,3,3,39,13,39,1
78,14,5,5,33,7,17,20,20,21,12,11,25,12,13,23,9,31,11,21,3,54,6,4,13,7,10,1,8,4,0,25,11,6,1,1,7,17,5,3,7,20,48,26,7,10,17,20,26,0,1,17,5,2,10,10,11,11,6,1,9,21,17,94,10,10,54,4,23,2,1,18,7,11,17,13,9,10,7,2,9,1,5,1,20,0,0,0,5,6,0,0,8,6,4,1,2,6,6,10,1,7,0,5,2,15,15,1,8,1,0,6,3,0,1,0,2,9,7,0,7,18,7,18,5,15,62,7,2,0,2,17,6,2,7,4,3,11,0,1,12,7,11,0,13,2,9,93,11,2,0,2,3,2,7,5,1,12,3,3,4,5,6,2,4,5,6,0,17,3,8,1,7,8,2,2,0,6,8,4,11,0,7,2,28,1,0,1,20,96,49,1,37,28,9,1,4,33,19,66,5,6,3,0,18,4,1,2,25,42,70,1,42,27,10,0,1,31,21,23,11,53,14,41,5,32,51,2,16,0,1,72,7,1,4,9,4,14,5,0,1,9,1,0,4,1,1,1,4,3,4,1,12,0,1,0,0,5,1,6,9,3,3,1,11,0,0,0,5,17,8,0,17,34,9,6,3,10,16,20,5,3,4,1,4,3,3,1,5,0,2,0,3,6,56,4,0,9,3,4,9,11,10,6,26,8,16,6,18,2,1,9,16,9,12,25,15,15,10,6,15,4,3,4,12,5,1,9,11,3,9,1,11,11,8,22,42,12,11,8,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,5,9,0,0,8,6,9,0,14,5,1,2,6,12,3,2,0,28,21,5,22,6,4,5,40,3,7,3,13,38,25,5,32,23,8,3,8,34,16,46,1
65,8,7,12,22,11,18,9,20,12,8,18,10,9,14,1,3,8,6,10,0,23,6,4,2,3,7,6,5,1,1,13,4,2,1,1,0,4,4,0,0,0,29,8,11,7,13,9,15,4,1,6,6,1,4,4,4,9,6,7,6,2,18,49,6,5,20,8,7,0,2,9,4,5,3,2,1,16,8,0,3,0,0,0,12,0,0,4,1,2,3,0,5,2,1,1,5,1,2,4,1,5,5,9,8,14,11,1,2,3,0,4,6,0,0,0,0,4,1,5,8,19,6,37,2,29,76,2,17,1,6,28,12,2,6,1,1,4,6,5,18,7,5,10,14,6,4,76,11,5,7,11,10,3,6,5,5,9,3,2,5,9,7,0,8,5,1,4,19,7,3,11,5,1,4,0,0,2,4,3,5,1,0,2,12,3,1,1,8,51,19,0,36,5,8,0,1,17,10,39,4,0,3,2,16,2,4,4,5,42,37,2,38,13,5,0,4,21,11,23,4,16,22,15,9,16,27,5,25,1,0,43,7,1,15,4,3,20,6,5,5,1,0,0,9,3,2,3,4,8,5,2,27,0,2,0,0,2,3,7,1,0,1,6,13,3,0,0,5,11,15,0,17,32,7,1,2,13,24,8,2,1,4,6,8,4,2,11,4,2,1,1,6,7,41,0,0,3,5,2,8,4,8,11,14,3,11,0,14,4,11,7,12,6,1,24,12,21,10,3,14,11,4,10,6,11,9,3,3,10,6,11,18,5,13,13,24,9,7,10,0,0,0,2,0,0,0,1,0,2,2,0,1,2,0,1,0,15,6,0,7,1,2,3,6,2,5,0,21,4,3,5,12,20,0,1,1,29,46,4,9,8,0,7,20,4,5,0,5,26,15,10,20,17,2,2,7,6,5,41,1
114,7,1,7,18,4,13,16,9,12,9,10,16,9,18,7,0,4,5,6,11,174,15,12,2,31,38,0,11,2,2,70,7,2,12,2,0,11,1,1,3,18,57,50,10,17,42,5,11,1,2,31,4,6,2,5,3,11,4,0,10,14,60,120,5,29,86,7,20,0,2,32,5,3,10,15,6,9,6,2,0,4,5,3,7,1,2,0,1,3,6,3,3,0,2,0,0,0,0,2,12,31,18,20,14,61,51,11,26,4,6,52,6,3,8,5,1,13,11,5,16,50,33,73,8,61,265,7,29,3,15,59,12,3,3,6,1,30,19,1,11,14,15,14,0,16,17,32,6,3,0,21,2,0,5,4,0,3,2,0,0,10,10,5,2,9,5,4,27,0,2,10,0,5,0,0,0,3,5,1,28,25,5,2,17,13,22,5,14,108,75,12,45,13,7,0,6,21,16,62,36,23,10,14,34,13,29,3,20,74,128,24,70,37,3,1,2,40,37,45,24,99,22,16,12,62,63,15,30,5,5,150,20,5,17,14,4,17,16,1,4,7,1,3,2,5,8,0,8,12,13,6,14,14,5,1,0,6,14,8,7,6,6,8,10,2,1,3,22,13,34,3,27,97,4,3,0,59,87,2,3,4,5,10,0,6,5,4,5,0,0,13,0,1,80,3,2,3,3,0,21,29,20,13,14,23,37,0,20,11,8,38,11,6,19,17,12,14,12,8,21,12,10,15,5,13,26,0,15,21,14,18,8,1,9,9,16,7,3,22,4,0,3,1,11,0,0,0,12,7,8,0,6,24,0,1,1,35,48,3,13,9,4,3,3,3,4,1,26,4,30,5,17,104,2,0,0,71,155,2,46,9,5,6,20,8,9,7,15,43,21,8,23,21,2,3,2,20,27,34,1
92,12,2,3,20,14,10,21,6,5,1,9,8,4,23,28,8,5,6,7,5,87,5,7,1,21,12,3,18,2,0,35,5,8,8,4,1,4,7,4,4,4,44,16,6,9,10,6,6,2,4,10,7,7,9,12,5,2,12,1,4,9,18,65,4,6,28,4,9,0,1,18,1,5,1,5,6,5,8,0,0,3,0,0,11,3,0,0,4,5,3,2,2,0,0,0,0,0,0,3,3,12,1,3,3,37,9,3,14,1,3,17,4,1,2,1,3,5,2,0,7,16,9,26,3,28,74,0,15,1,0,25,6,8,12,3,1,7,13,2,34,2,9,6,10,1,4,137,8,2,0,5,9,4,12,12,4,7,4,3,0,0,3,0,3,0,1,3,7,0,2,2,4,1,4,1,2,8,3,0,4,7,3,0,8,2,2,0,1,51,20,6,24,8,5,0,4,3,5,30,4,5,6,4,10,7,4,0,14,40,77,2,63,20,9,3,5,14,25,34,20,33,12,20,3,30,28,8,8,2,2,61,6,3,15,6,5,3,4,2,1,0,1,4,10,5,0,3,9,4,6,0,13,5,5,3,4,7,1,6,5,3,0,3,13,0,3,2,8,17,15,0,15,49,1,3,1,5,30,11,1,7,4,12,0,4,13,1,4,5,2,8,0,6,72,2,3,2,5,5,20,10,9,17,12,7,13,7,3,3,3,4,4,8,21,44,8,0,2,3,13,6,9,9,14,6,14,3,7,12,4,10,10,1,18,21,58,8,3,17,2,4,0,1,3,0,9,1,4,1,0,0,0,16,0,0,1,18,13,1,6,12,2,0,6,1,1,15,5,15,10,4,17,34,5,1,4,24,47,13,9,9,1,5,14,2,5,0,7,43,12,9,15,9,5,3,12,4,9,56,1
101,14,8,6,38,10,14,24,29,17,17,9,40,17,34,19,14,39,15,28,2,65,5,13,13,21,13,3,18,3,1,24,18,3,10,1,3,29,6,0,11,22,108,48,14,18,15,25,32,3,4,19,15,11,28,16,21,14,12,4,6,13,26,140,14,18,51,12,29,0,0,13,8,5,10,10,12,24,12,1,4,0,4,1,18,1,0,0,6,5,2,0,7,5,5,1,1,5,3,5,3,17,13,21,8,33,20,2,8,0,1,13,14,3,24,4,6,10,3,3,6,19,8,37,12,31,89,10,29,0,0,20,13,6,33,4,6,18,18,2,14,17,24,22,46,9,11,192,34,6,2,9,13,9,28,11,12,31,15,10,3,3,11,2,10,7,1,2,30,0,2,4,9,13,3,4,7,4,13,6,14,4,3,3,40,3,0,2,7,119,49,2,49,30,5,2,12,36,20,88,10,9,6,8,52,15,4,2,22,75,107,7,88,53,18,0,6,67,41,51,14,63,21,26,15,38,37,13,39,6,3,88,9,6,32,9,18,34,15,7,9,9,0,0,9,3,3,3,3,11,11,2,43,9,6,3,4,14,5,6,2,4,1,3,12,4,3,2,34,24,22,1,25,82,6,4,7,51,59,12,9,7,7,9,17,13,5,7,16,5,6,8,9,8,140,7,3,22,15,6,41,23,19,15,36,18,20,29,28,9,1,14,7,6,23,72,35,23,11,8,24,31,18,20,25,13,15,17,20,15,13,11,26,8,10,29,90,11,11,20,0,1,2,0,5,2,0,9,13,3,3,1,5,10,2,1,1,41,18,2,6,3,2,1,12,4,3,0,23,8,5,1,10,42,6,1,1,28,57,5,22,9,2,4,38,7,13,0,11,29,22,7,35,16,20,2,12,21,12,47,1
51,9,4,5,7,4,7,22,9,21,14,5,14,9,8,8,8,10,6,26,8,15,3,2,0,2,5,1,11,0,1,5,2,2,7,1,0,3,5,0,5,17,31,16,5,4,7,7,7,0,3,8,1,2,2,6,3,9,7,0,3,10,13,56,3,2,18,7,7,0,0,7,0,0,8,6,1,4,0,1,5,0,0,0,13,0,3,0,4,5,6,0,7,4,0,5,3,3,5,12,3,3,1,6,2,7,2,0,2,1,0,2,1,0,0,4,4,0,0,0,7,23,7,25,5,14,43,0,12,0,0,12,2,4,4,4,4,6,12,0,26,5,9,20,6,1,7,121,8,2,6,3,2,3,16,11,5,6,7,9,6,4,5,11,7,4,5,1,12,0,0,1,0,3,1,3,4,2,3,0,11,3,0,2,9,0,0,0,3,59,30,0,21,25,10,0,3,17,9,41,17,11,1,2,10,4,2,7,11,64,74,0,35,33,11,9,1,21,16,34,8,37,10,28,2,18,31,0,20,1,2,27,4,6,6,3,0,11,5,1,4,4,0,2,4,1,3,0,9,14,15,1,15,5,2,1,2,13,2,6,1,6,0,5,0,2,2,0,7,7,1,1,5,20,0,2,0,6,12,3,1,5,0,1,3,0,1,9,6,1,2,2,5,1,44,1,0,13,2,2,14,20,10,23,1,6,6,6,18,1,1,6,2,0,5,29,19,8,5,4,8,5,3,8,10,1,1,0,7,6,4,1,2,1,8,12,41,2,5,12,0,0,0,0,2,2,0,1,11,0,0,0,1,3,1,0,0,13,8,0,9,7,0,9,0,4,4,1,18,7,5,0,5,20,0,1,0,5,26,4,13,0,0,2,15,0,4,2,3,54,44,0,27,18,2,2,9,13,5,63,1
73,7,10,23,25,7,23,19,27,30,13,20,23,20,5,19,14,40,41,31,5,99,17,12,3,22,29,1,20,4,5,63,4,5,14,7,4,17,11,3,12,20,109,48,10,14,23,25,50,5,0,36,10,13,11,18,11,32,28,5,6,13,25,128,25,18,53,10,40,2,0,20,14,3,18,24,4,38,7,1,4,0,2,7,45,1,2,5,3,8,4,1,10,2,3,4,3,10,1,12,5,18,21,21,5,49,43,5,29,1,9,35,9,2,13,6,8,20,15,7,14,24,13,69,9,33,164,3,33,7,6,50,7,5,11,12,4,30,12,5,9,10,15,23,5,9,24,115,19,5,2,16,8,6,14,6,9,51,20,6,0,10,9,5,12,7,4,3,43,4,4,6,3,17,3,0,1,25,24,0,10,6,0,5,40,10,20,2,15,152,64,17,61,31,19,0,8,39,28,103,15,4,12,14,27,6,10,10,25,85,153,13,76,73,25,5,4,44,60,60,14,108,34,39,4,39,74,10,29,13,6,177,15,24,29,8,18,54,40,12,2,15,4,5,7,15,11,5,11,25,21,17,60,20,10,0,7,29,11,11,13,4,5,9,17,1,6,13,18,39,24,1,31,128,14,3,13,62,80,28,14,9,9,27,19,3,25,4,16,10,5,18,9,10,178,7,7,43,13,11,23,21,36,49,42,18,32,25,31,5,4,51,18,15,14,67,33,44,10,5,12,20,14,16,13,7,24,1,17,20,15,27,11,11,17,15,80,23,13,25,4,2,0,0,10,0,6,7,4,8,5,1,4,26,4,1,2,21,23,9,11,3,7,6,3,6,7,6,32,14,8,15,12,46,4,7,1,33,91,7,27,14,10,12,21,17,19,5,22,80,38,18,43,26,13,5,21,49,36,107,1
64,1,4,3,16,4,2,12,5,4,1,2,1,1,13,27,12,3,1,11,4,44,5,3,2,9,7,5,15,0,4,18,2,0,8,10,6,3,0,0,5,13,98,37,6,23,21,4,17,0,0,11,3,1,22,37,19,1,0,1,15,9,59,203,0,29,74,18,23,5,0,12,1,1,28,49,19,1,6,2,3,0,1,0,7,0,0,0,4,0,0,0,0,0,2,5,1,0,0,0,5,21,25,8,0,54,22,1,24,0,1,22,0,0,27,18,14,1,0,0,8,20,17,36,1,40,88,7,12,2,2,35,1,0,11,24,13,2,0,3,13,11,14,2,3,4,2,84,2,0,0,5,0,0,12,13,7,0,0,1,0,8,10,1,0,6,2,1,32,0,0,4,0,0,4,2,3,0,2,0,14,5,8,1,14,2,2,0,10,69,30,3,19,5,12,13,17,6,5,52,6,2,9,1,5,2,2,3,6,49,74,3,42,17,14,5,3,10,4,30,13,39,12,4,7,39,19,16,11,1,2,94,6,2,44,30,10,6,4,3,8,2,0,4,2,1,5,4,3,10,18,2,24,5,14,2,2,9,2,6,0,0,0,0,0,0,0,0,0,18,8,0,2,20,0,2,0,3,16,12,5,2,5,3,1,6,6,4,14,0,2,2,0,2,152,20,6,0,0,2,35,7,51,16,13,9,12,12,31,5,0,12,7,1,35,111,43,1,2,8,7,10,25,9,9,10,7,6,12,4,5,10,6,6,16,63,97,3,3,4,0,0,1,0,0,0,0,2,1,0,2,0,0,5,7,0,0,20,13,2,1,3,2,0,6,0,0,1,3,1,0,5,0,4,4,3,3,3,8,0,11,6,8,0,7,3,4,3,2,45,13,3,15,5,6,14,23,3,4,53,1
66,5,14,8,16,10,1,10,9,5,3,9,1,3,33,34,15,8,1,10,4,54,17,5,2,17,8,4,15,2,2,34,3,0,15,11,12,3,1,1,1,16,124,29,8,18,23,7,30,5,0,23,3,2,39,50,21,2,1,0,22,16,88,294,0,43,101,25,32,12,6,22,3,3,24,41,21,7,5,3,1,0,0,2,7,0,1,1,1,0,0,0,0,0,0,5,1,0,0,0,4,15,5,5,3,37,12,0,16,4,1,19,4,3,16,13,7,0,0,2,6,13,15,45,4,32,104,6,15,9,4,16,4,3,32,21,12,3,2,5,21,8,36,9,4,12,11,118,14,3,1,12,1,1,13,34,8,8,2,0,0,2,14,1,0,9,5,3,29,0,2,0,0,0,6,2,0,6,6,0,4,1,6,0,7,3,2,2,9,75,22,2,16,5,17,9,16,5,3,52,4,4,11,3,6,3,1,0,11,51,74,2,37,17,21,11,6,7,3,29,8,45,30,11,1,36,23,11,20,2,4,112,0,2,53,31,15,4,2,8,10,2,5,0,0,1,2,7,0,20,19,3,34,1,8,7,7,6,2,7,3,3,1,0,4,3,0,1,4,29,23,5,11,37,4,4,4,5,14,14,7,2,9,0,5,5,4,3,8,2,1,6,4,2,152,23,10,3,2,0,37,9,69,20,16,25,13,20,32,6,3,15,15,1,66,176,70,19,3,7,11,10,27,4,9,11,11,10,30,13,6,14,5,3,26,58,126,2,4,8,0,0,2,0,0,0,0,0,2,0,2,0,0,6,1,0,0,7,16,0,1,0,0,1,3,0,1,0,2,2,1,1,1,2,1,2,0,0,12,2,8,6,8,6,3,7,6,3,4,52,15,5,19,11,16,19,15,6,6,63,1
45,16,5,0,16,6,2,5,13,2,1,21,9,2,15,12,5,10,6,7,0,81,10,1,10,10,3,7,29,4,0,44,7,5,11,0,0,28,14,0,4,7,25,5,7,5,1,9,9,0,0,8,1,1,5,4,4,4,1,0,0,2,12,29,5,5,8,0,4,0,0,3,1,0,1,1,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,3,6,2,19,3,9,6,1,0,18,1,0,0,2,2,0,0,0,0,9,2,6,1,4,16,2,2,3,2,4,1,0,0,3,1,2,3,2,9,9,26,7,10,3,2,133,17,0,0,12,3,4,9,10,4,28,5,0,0,13,7,1,1,2,1,2,36,1,0,12,4,4,7,2,1,12,11,0,0,3,2,0,5,3,1,1,1,61,23,9,10,8,6,0,6,8,9,36,2,16,1,0,6,0,0,6,10,21,23,10,15,9,2,0,1,10,12,10,0,34,14,0,4,7,6,2,15,5,3,58,6,5,3,0,6,6,7,2,0,0,0,0,3,1,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,8,8,0,0,4,14,0,0,6,9,13,1,2,3,3,0,2,2,1,0,10,0,0,5,2,3,49,0,0,4,3,0,7,14,10,5,9,3,1,3,14,0,0,5,4,1,23,26,6,8,4,0,4,4,0,0,4,1,0,1,0,4,1,6,2,1,7,7,23,1,2,15,0,4,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,4,2,1,3,1,1,2,3,0,0,1,4,14,0,4,2,7,28,0,7,8,5,0,23,6,2,2,3,33,12,7,12,7,10,4,1,7,6,35,1
